TAZ,TRPAID,Residential_Units,TouristAccommodation_Units,CommercialFloorArea_SqFt,Total_Res_Units,Total_TA_Units,Total_CommercialFloorArea_SqFt,Residential_Units_Proportion,TouristAccommodation_Units_Proportion,CommercialFloorArea_SqFt_Proportion,occupied_units,vacant_units,seasonal_units,total_units,occupancy_rate,seasonal_rate,household_size,high_income,low_income,middle_income,high_income_proportion,middle_income_proportion,low_income_proportion,VHR_Count,adjusted_occupancy,adjusted_high_income,adjusted_middle_income,adjusted_low_income,adjusted_seasonal_rate
53,0601703040322020,1,0,0,358,0,0,0.002793296089385475,0.0,0.0,188.0,507.0,463.0,695.0,0.27050359712230215,0.6661870503597123,2.27,119.0,51.0,18.0,0.6329787234042553,0.09574468085106383,0.2712765957446808,3.0,0.0007555966400064306,0.0017680969927493166,0.00026744324260073694,0.0007577558540354213,0.0018608576825690287
53,0601703040332020,357,0,0,358,0,0,0.9972067039106145,0.0,0.0,193.0,501.0,490.0,694.0,0.2780979827089337,0.7060518731988472,2.38,126.0,38.0,29.0,0.6528497409326425,0.15025906735751296,0.19689119170984457,3.0,0.27732117270136686,0.651026138304339,0.1498393492922685,0.196341216314007,0.7040796612625375
54,0601703040212020,610,16,2031,655,16,2031,0.9312977099236641,1.0,1.0,348.0,377.0,377.0,725.0,0.48,0.52,1.78,130.0,171.0,47.0,0.3735632183908046,0.13505747126436782,0.49137931034482757,4.0,0.44702290076335877,0.3478985697990699,0.12577871369658683,0.4576204264280074,0.48427480916030535
54,0601703040232020,27,0,0,655,16,2031,0.04122137404580153,0.0,0.0,312.0,42.0,42.0,354.0,0.8813559322033898,0.11864406779661017,2.23,38.0,196.0,78.0,0.12179487179487179,0.25,0.6282051282051282,4.0,0.03633070254884203,0.005020551967116853,0.010305343511450382,0.025895478567234294,0.004890671496959503
54,0601703050242020,18,0,0,655,16,2031,0.02748091603053435,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,4.0,0.013902874776676951,0.012071056574159949,0.012327887565099522,0.0030819718912748805,0.013578041253857398
55,0601703050242020,0,0,0,0,0,0,0.0,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,0.0,0.0,0.0,0.0,0.0,0.0
56,0601703040232020,356,0,35101,356,0,35101,1.0,0.0,1.0,312.0,42.0,42.0,354.0,0.8813559322033898,0.11864406779661017,2.23,38.0,196.0,78.0,0.12179487179487179,0.25,0.6282051282051282,2.0,0.8813559322033898,0.12179487179487179,0.25,0.6282051282051282,0.11864406779661017
57,0601703040232020,30,0,97902,30,0,97902,1.0,0.0,1.0,312.0,42.0,42.0,354.0,0.8813559322033898,0.11864406779661017,2.23,38.0,196.0,78.0,0.12179487179487179,0.25,0.6282051282051282,0.0,0.8813559322033898,0.12179487179487179,0.25,0.6282051282051282,0.11864406779661017
57,0601703040242020,0,0,0,30,0,97902,0.0,0.0,0.0,429.0,86.0,43.0,515.0,0.8330097087378641,0.08349514563106795,2.33,79.0,232.0,118.0,0.18414918414918416,0.27505827505827507,0.5407925407925408,0.0,0.0,0.0,0.0,0.0,0.0
58,0601703040232020,0,0,0,650,0,402864,0.0,0.0,0.0,312.0,42.0,42.0,354.0,0.8813559322033898,0.11864406779661017,2.23,38.0,196.0,78.0,0.12179487179487179,0.25,0.6282051282051282,1.0,0.0,0.0,0.0,0.0,0.0
58,0601703040242020,647,0,186546,650,0,402864,0.9953846153846154,0.0,0.4630495651137853,429.0,86.0,43.0,515.0,0.8330097087378641,0.08349514563106795,2.33,79.0,232.0,118.0,0.18414918414918416,0.27505827505827507,0.5407925407925408,1.0,0.8291650485436893,0.1832992648377264,0.2737887753272369,0.5382965752196521,0.08310978342046303
58,0601703040252020,3,0,216318,650,0,402864,0.004615384615384616,0.0,0.5369504348862147,300.0,105.0,88.0,405.0,0.7407407407407407,0.21728395061728395,2.26,204.0,35.0,61.0,0.68,0.20333333333333334,0.11666666666666667,1.0,0.003418803418803419,0.003138461538461539,0.0009384615384615386,0.0005384615384615385,0.001002849002849003
59,0601703040242020,198,0,12859,567,14,20312,0.3492063492063492,0.0,0.6330740448995668,429.0,86.0,43.0,515.0,0.8330097087378641,0.08349514563106795,2.33,79.0,232.0,118.0,0.18414918414918416,0.27505827505827507,0.5407925407925408,5.0,0.2908922792417938,0.06430606430606431,0.09605209605209605,0.18884818884818885,0.0291570349822777
59,0601703040252020,369,14,7453,567,14,20312,0.6507936507936508,1.0,0.36692595510043324,300.0,105.0,88.0,405.0,0.7407407407407407,0.21728395061728395,2.26,204.0,35.0,61.0,0.68,0.20333333333333334,0.11666666666666667,5.0,0.48206937095825986,0.44253968253968257,0.13232804232804232,0.07592592592592592,0.14140701548108955
60,0601703040222020,559,79,58555,559,79,58555,1.0,1.0,1.0,243.0,86.0,66.0,329.0,0.7386018237082067,0.2006079027355623,1.74,38.0,150.0,55.0,0.15637860082304528,0.22633744855967078,0.6172839506172839,5.0,0.7386018237082067,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.2006079027355623
61,0601703040222020,17,23,238570,17,23,238570,1.0,1.0,1.0,243.0,86.0,66.0,329.0,0.7386018237082067,0.2006079027355623,1.74,38.0,150.0,55.0,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.0,0.7386018237082067,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.2006079027355623
62,0601703040222020,281,0,40497,281,0,40497,1.0,0.0,1.0,243.0,86.0,66.0,329.0,0.7386018237082067,0.2006079027355623,1.74,38.0,150.0,55.0,0.15637860082304528,0.22633744855967078,0.6172839506172839,3.0,0.7386018237082067,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.2006079027355623
63,0601703050422020,0,0,0,0,0,0,0.0,0.0,0.0,343.0,302.0,259.0,645.0,0.5317829457364341,0.4015503875968992,1.52,105.0,190.0,48.0,0.30612244897959184,0.13994169096209913,0.5539358600583091,0.0,0.0,0.0,0.0,0.0,0.0
63,0601703050712020,0,0,0,0,0,0,0.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0
64,0601703050422020,0,0,0,1,0,0,0.0,0.0,0.0,343.0,302.0,259.0,645.0,0.5317829457364341,0.4015503875968992,1.52,105.0,190.0,48.0,0.30612244897959184,0.13994169096209913,0.5539358600583091,0.0,0.0,0.0,0.0,0.0,0.0
64,0601703050712020,1,0,0,1,0,0,1.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,0.0,0.6189024390243902,0.458128078817734,0.27586206896551724,0.2660098522167488,0.38109756097560976
65,0601703050422020,358,0,0,358,0,0,1.0,0.0,0.0,343.0,302.0,259.0,645.0,0.5317829457364341,0.4015503875968992,1.52,105.0,190.0,48.0,0.30612244897959184,0.13994169096209913,0.5539358600583091,53.0,0.5317829457364341,0.30612244897959184,0.13994169096209913,0.5539358600583091,0.4015503875968992
66,0601703050422020,239,0,0,239,0,0,1.0,0.0,0.0,343.0,302.0,259.0,645.0,0.5317829457364341,0.4015503875968992,1.52,105.0,190.0,48.0,0.30612244897959184,0.13994169096209913,0.5539358600583091,41.0,0.5317829457364341,0.30612244897959184,0.13994169096209913,0.5539358600583091,0.4015503875968992
67,0601703050412020,231,0,0,231,0,0,1.0,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,25.0,0.49385245901639346,0.483402489626556,0.24273858921161826,0.27385892116182575,0.47848360655737704
68,0601703050412020,137,0,0,137,0,0,1.0,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,17.0,0.49385245901639346,0.483402489626556,0.24273858921161826,0.27385892116182575,0.47848360655737704
69,0601703020112020,0,0,0,61,0,0,0.0,0.0,0.0,316.0,270.0,254.0,586.0,0.5392491467576792,0.4334470989761092,2.06,79.0,141.0,96.0,0.25,0.3037974683544304,0.4462025316455696,11.0,0.0,0.0,0.0,0.0,0.0
69,0601703050412020,61,0,0,61,0,0,1.0,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,11.0,0.49385245901639346,0.483402489626556,0.24273858921161826,0.27385892116182575,0.47848360655737704
70,0601703050412020,190,0,0,190,0,0,1.0,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,15.0,0.49385245901639346,0.483402489626556,0.24273858921161826,0.27385892116182575,0.47848360655737704
70,0601703050432020,0,0,0,190,0,0,0.0,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,15.0,0.0,0.0,0.0,0.0,0.0
71,0601703050412020,64,0,0,64,0,0,1.0,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,11.0,0.49385245901639346,0.483402489626556,0.24273858921161826,0.27385892116182575,0.47848360655737704
72,0601703050712020,0,0,0,0,0,0,0.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0
73,0601703050712020,0,0,0,0,0,0,0.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0
74,0601703050712020,0,0,0,0,0,0,0.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,0.0,0.0,0.0,0.0,0.0,0.0
75,0601703050712020,118,0,0,911,0,14294,0.12952799121844127,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,80.0,0.0801651896870231,0.05934040977002482,0.03573185964646656,0.0344557218019499,0.04936280153141817
75,0601703050722020,360,0,0,911,0,14294,0.3951701427003293,0.0,0.0,306.0,303.0,277.0,609.0,0.5024630541871922,0.4548440065681445,2.37,182.0,59.0,65.0,0.5947712418300654,0.21241830065359477,0.19281045751633988,80.0,0.19855839682479604,0.235035836508039,0.0839413701814425,0.07619293601084781,0.17974077098192318
75,0601703050732020,433,0,14294,911,0,14294,0.47530186608122943,0.0,1.0,118.0,273.0,267.0,391.0,0.30179028132992325,0.6828644501278772,2.94,107.0,6.0,5.0,0.9067796610169492,0.0423728813559322,0.05084745762711865,80.0,0.14344148388129174,0.43099406500586057,0.020139909579713112,0.024167891495655736,0.3245667474263127
76,0601703040222020,0,0,0,280,0,0,0.0,0.0,0.0,243.0,86.0,66.0,329.0,0.7386018237082067,0.2006079027355623,1.74,38.0,150.0,55.0,0.15637860082304528,0.22633744855967078,0.6172839506172839,41.0,0.0,0.0,0.0,0.0,0.0
76,0601703050432020,95,0,0,280,0,0,0.3392857142857143,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,41.0,0.17840375586854462,0.22518069727891157,0.08381164965986396,0.030293367346938778,0.15079365079365079
76,0601703050722020,185,0,0,280,0,0,0.6607142857142857,0.0,0.0,306.0,303.0,277.0,609.0,0.5024630541871922,0.4548440065681445,2.37,182.0,59.0,65.0,0.5947712418300654,0.21241830065359477,0.19281045751633988,41.0,0.3319845179451091,0.3929738562091503,0.14034780578898226,0.12739262371615312,0.30052193291109547
77,0601703050422020,0,0,0,53,0,0,0.0,0.0,0.0,343.0,302.0,259.0,645.0,0.5317829457364341,0.4015503875968992,1.52,105.0,190.0,48.0,0.30612244897959184,0.13994169096209913,0.5539358600583091,8.0,0.0,0.0,0.0,0.0,0.0
77,0601703050712020,53,0,0,53,0,0,1.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,8.0,0.6189024390243902,0.458128078817734,0.27586206896551724,0.2660098522167488,0.38109756097560976
78,0601703050412020,10,0,0,409,0,0,0.02444987775061125,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,64.0,0.012074632249789573,0.011819131775710416,0.005934928831579909,0.0066958171433209234,0.011698865685999439
78,0601703050422020,4,0,0,409,0,0,0.009779951100244499,0.0,0.0,343.0,302.0,259.0,645.0,0.5317829457364341,0.4015503875968992,1.52,105.0,190.0,48.0,0.30612244897959184,0.13994169096209913,0.5539358600583091,64.0,0.0052008112052463,0.0029938625817075,0.001368622894494857,0.005417465624042142,0.003927143154981899
78,0601703050432020,395,0,0,409,0,0,0.9657701711491442,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,64.0,0.5078228129986111,0.6409724647805332,0.23856822680172313,0.08622947956688788,0.4292311871773974
79,0601703050412020,109,0,0,320,0,0,0.340625,0.0,0.0,482.0,494.0,467.0,976.0,0.49385245901639346,0.47848360655737704,2.99,233.0,132.0,117.0,0.483402489626556,0.24273858921161826,0.27385892116182575,32.0,0.16821849385245902,0.16465897302904564,0.08268283195020747,0.0932831950207469,0.16298347848360656
79,0601703050432020,211,0,0,320,0,0,0.659375,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,32.0,0.34671361502347425,0.43762090773809526,0.1628813244047619,0.05887276785714286,0.29305555555555557
80,0601703040222020,1,0,0,1,0,0,1.0,0.0,0.0,243.0,86.0,66.0,329.0,0.7386018237082067,0.2006079027355623,1.74,38.0,150.0,55.0,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.0,0.7386018237082067,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.2006079027355623
80,0601703050432020,0,0,0,1,0,0,0.0,0.0,0.0,336.0,303.0,284.0,639.0,0.5258215962441315,0.4444444444444444,2.38,223.0,30.0,83.0,0.6636904761904762,0.24702380952380953,0.08928571428571429,0.0,0.0,0.0,0.0,0.0,0.0
81,0601703040222020,0,0,0,0,0,0,0.0,0.0,0.0,243.0,86.0,66.0,329.0,0.7386018237082067,0.2006079027355623,1.74,38.0,150.0,55.0,0.15637860082304528,0.22633744855967078,0.6172839506172839,0.0,0.0,0.0,0.0,0.0,0.0
82,0601703040252020,10,0,46536,10,0,46536,1.0,0.0,1.0,300.0,105.0,88.0,405.0,0.7407407407407407,0.21728395061728395,2.26,204.0,35.0,61.0,0.68,0.20333333333333334,0.11666666666666667,2.0,0.7407407407407407,0.68,0.20333333333333334,0.11666666666666667,0.21728395061728395
83,0601703040252020,32,0,0,32,0,0,1.0,0.0,0.0,300.0,105.0,88.0,405.0,0.7407407407407407,0.21728395061728395,2.26,204.0,35.0,61.0,0.68,0.20333333333333334,0.11666666666666667,2.0,0.7407407407407407,0.68,0.20333333333333334,0.11666666666666667,0.21728395061728395
84,0601703050732020,1,0,14464,1,0,14464,1.0,0.0,1.0,118.0,273.0,267.0,391.0,0.30179028132992325,0.6828644501278772,2.94,107.0,6.0,5.0,0.9067796610169492,0.0423728813559322,0.05084745762711865,0.0,0.30179028132992325,0.9067796610169492,0.0423728813559322,0.05084745762711865,0.6828644501278772
85,0601703050712020,59,0,14122,79,0,14222,0.7468354430379747,0.0,0.9929686401350021,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,10.0,0.46221827724606357,0.34214628671197855,0.2060235704932344,0.19866558583276173,0.2846171657919111
85,0601703050732020,20,0,100,79,0,14222,0.25316455696202533,0.0,0.00703135986499789,118.0,273.0,267.0,391.0,0.30179028132992325,0.6828644501278772,2.94,107.0,6.0,5.0,0.9067796610169492,0.0423728813559322,0.05084745762711865,10.0,0.076402602868335,0.22956447114353146,0.010727311735679038,0.012872774082814849,0.17287707598174107
86,0601703050712020,79,0,81892,79,0,81892,1.0,0.0,1.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,3.0,0.6189024390243902,0.458128078817734,0.27586206896551724,0.2660098522167488,0.38109756097560976
87,0601703050712020,22,0,0,22,0,0,1.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,1.0,0.6189024390243902,0.458128078817734,0.27586206896551724,0.2660098522167488,0.38109756097560976
88,0601703050712020,62,0,0,62,0,0,1.0,0.0,0.0,203.0,125.0,125.0,328.0,0.6189024390243902,0.38109756097560976,2.22,93.0,54.0,56.0,0.458128078817734,0.27586206896551724,0.2660098522167488,1.0,0.6189024390243902,0.458128078817734,0.27586206896551724,0.2660098522167488,0.38109756097560976
89,0601703050612020,13,0,0,13,0,0,1.0,0.0,0.0,362.0,483.0,483.0,845.0,0.4284023668639053,0.5715976331360947,2.88,181.0,92.0,89.0,0.5,0.24585635359116023,0.2541436464088398,0.0,0.4284023668639053,0.5,0.24585635359116023,0.2541436464088398,0.5715976331360947
90,0601703050612020,18,0,0,18,0,0,1.0,0.0,0.0,362.0,483.0,483.0,845.0,0.4284023668639053,0.5715976331360947,2.88,181.0,92.0,89.0,0.5,0.24585635359116023,0.2541436464088398,0.0,0.4284023668639053,0.5,0.24585635359116023,0.2541436464088398,0.5715976331360947
91,0601703050612020,251,0,0,251,0,0,1.0,0.0,0.0,362.0,483.0,483.0,845.0,0.4284023668639053,0.5715976331360947,2.88,181.0,92.0,89.0,0.5,0.24585635359116023,0.2541436464088398,8.0,0.4284023668639053,0.5,0.24585635359116023,0.2541436464088398,0.5715976331360947
92,0601703050612020,454,0,0,454,0,0,1.0,0.0,0.0,362.0,483.0,483.0,845.0,0.4284023668639053,0.5715976331360947,2.88,181.0,92.0,89.0,0.5,0.24585635359116023,0.2541436464088398,29.0,0.4284023668639053,0.5,0.24585635359116023,0.2541436464088398,0.5715976331360947
93,0601703050612020,3,0,977,3,0,977,1.0,0.0,1.0,362.0,483.0,483.0,845.0,0.4284023668639053,0.5715976331360947,2.88,181.0,92.0,89.0,0.5,0.24585635359116023,0.2541436464088398,1.0,0.4284023668639053,0.5,0.24585635359116023,0.2541436464088398,0.5715976331360947
94,0601703050212020,23,0,0,23,0,0,1.0,0.0,0.0,274.0,135.0,112.0,409.0,0.6699266503667481,0.27383863080684595,2.25,169.0,60.0,45.0,0.6167883211678832,0.16423357664233576,0.21897810218978103,1.0,0.6699266503667481,0.6167883211678832,0.16423357664233576,0.21897810218978103,0.27383863080684595
95,0601703050212020,443,0,0,786,0,0,0.5636132315521628,0.0,0.0,274.0,135.0,112.0,409.0,0.6699266503667481,0.27383863080684595,2.25,169.0,60.0,45.0,0.6167883211678832,0.16423357664233576,0.21897810218978103,43.0,0.37757952431611885,0.3476300588770639,0.09256421686075667,0.12341895581434223,0.15433907563286609
95,0601703050222020,343,0,0,786,0,0,0.43638676844783714,0.0,0.0,247.0,245.0,245.0,492.0,0.5020325203252033,0.49796747967479676,2.49,145.0,82.0,20.0,0.5870445344129555,0.08097165991902834,0.3319838056680162,43.0,0.2190803492004386,0.25617846730743477,0.035334961007922036,0.14487334013248035,0.21730641924739857
96,0601703050232020,21,0,80411,21,0,80411,1.0,0.0,1.0,397.0,135.0,135.0,532.0,0.7462406015037594,0.25375939849624063,2.1,222.0,126.0,49.0,0.5591939546599496,0.12342569269521411,0.31738035264483627,0.0,0.7462406015037594,0.5591939546599496,0.12342569269521411,0.31738035264483627,0.25375939849624063
97,0601703050232020,523,0,0,523,0,0,1.0,0.0,0.0,397.0,135.0,135.0,532.0,0.7462406015037594,0.25375939849624063,2.1,222.0,126.0,49.0,0.5591939546599496,0.12342569269521411,0.31738035264483627,31.0,0.7462406015037594,0.5591939546599496,0.12342569269521411,0.31738035264483627,0.25375939849624063
98,0601703050232020,0,0,0,0,0,0,0.0,0.0,0.0,397.0,135.0,135.0,532.0,0.7462406015037594,0.25375939849624063,2.1,222.0,126.0,49.0,0.5591939546599496,0.12342569269521411,0.31738035264483627,0.0,0.0,0.0,0.0,0.0,0.0
99,0601703050222020,2,0,0,4,0,0,0.5,0.0,0.0,247.0,245.0,245.0,492.0,0.5020325203252033,0.49796747967479676,2.49,145.0,82.0,20.0,0.5870445344129555,0.08097165991902834,0.3319838056680162,0.0,0.25101626016260165,0.2935222672064777,0.04048582995951417,0.1659919028340081,0.24898373983739838
99,0601703050242020,2,0,0,4,0,0,0.5,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,0.0,0.25295508274231676,0.21962616822429906,0.22429906542056074,0.056074766355140186,0.2470449172576832
100,0601703050212020,185,0,0,509,0,0,0.36345776031434185,0.0,0.0,274.0,135.0,112.0,409.0,0.6699266503667481,0.27383863080684595,2.25,169.0,60.0,45.0,0.6167883211678832,0.16423357664233576,0.21897810218978103,34.0,0.24349003991718743,0.2241765017997218,0.059691967934837165,0.0795892905797829,0.09952877544060217
100,0601703050222020,90,0,0,509,0,0,0.17681728880157171,0.0,0.0,247.0,245.0,245.0,492.0,0.5020325203252033,0.49796747967479676,2.49,145.0,82.0,20.0,0.5870445344129555,0.08097165991902834,0.3319838056680162,34.0,0.08876802913412239,0.10379962298067975,0.014317189376645483,0.05870047644424648,0.08804925966744934
100,0601703050242020,232,0,0,509,0,0,0.45579567779960706,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,34.0,0.2305916667827799,0.20020931641664982,0.20446908910636577,0.05111727227659144,0.22520401101682713
100,0601703200222020,2,0,0,509,0,0,0.003929273084479371,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,34.0,0.0005132834209455034,0.0,0.003929273084479371,0.0,0.0034159896635338675
101,0601703050242020,0,0,0,0,0,0,0.0,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,0.0,0.0,0.0,0.0,0.0,0.0
102,0601703050242020,103,0,0,103,0,0,1.0,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,7.0,0.5059101654846335,0.4392523364485981,0.4485981308411215,0.11214953271028037,0.4940898345153664
103,0601703200222020,31,71,0,31,71,0,1.0,1.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,2.0,0.13063063063063063,0.0,1.0,0.0,0.8693693693693694
104,0601703200222020,0,0,0,0,0,0,0.0,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0601703050242020,0,0,0,0,0,0,0.0,0.0,0.0,214.0,209.0,209.0,423.0,0.5059101654846335,0.4940898345153664,2.16,94.0,24.0,96.0,0.4392523364485981,0.4485981308411215,0.11214953271028037,0.0,0.0,0.0,0.0,0.0,0.0
105,0601703200222020,0,0,0,0,0,0,0.0,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0601703200222020,0,0,0,0,0,0,0.0,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0601703200212020,39,0,0,44,0,0,0.8863636363636364,0.0,0.0,33.0,1060.0,1013.0,1093.0,0.03019213174748399,0.9268069533394327,1.88,0.0,15.0,18.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0267612076852699,0.0,0.48347107438016523,0.40289256198347106,0.8214879813690427
107,0601703200222020,5,0,0,44,0,0,0.11363636363636363,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.014844389844389844,0.0,0.11363636363636363,0.0,0.09879197379197378
108,0601703200212020,47,0,0,164,0,0,0.2865853658536585,0.0,0.0,33.0,1060.0,1013.0,1093.0,0.03019213174748399,0.9268069533394327,1.88,0.0,15.0,18.0,0.0,0.5454545454545454,0.45454545454545453,5.0,0.008652623122754556,0.0,0.1563192904656319,0.1302660753880266,0.26560930979849595
108,0601703200222020,117,0,0,164,0,0,0.7134146341463414,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,5.0,0.09319380355965722,0.0,0.7134146341463414,0.0,0.6202208305866842
109,0601703200222020,27,0,0,27,0,0,1.0,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.13063063063063063,0.0,1.0,0.0,0.8693693693693694
110,0601703200222020,17,0,0,17,0,0,1.0,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,0.0,0.13063063063063063,0.0,1.0,0.0,0.8693693693693694
111,0601703200212020,14,0,0,39,0,0,0.358974358974359,0.0,0.0,33.0,1060.0,1013.0,1093.0,0.03019213174748399,0.9268069533394327,1.88,0.0,15.0,18.0,0.0,0.5454545454545454,0.45454545454545453,1.0,0.010838201140122457,0.0,0.19580419580419578,0.16317016317016317,0.3326999319680015
111,0601703200222020,25,0,0,39,0,0,0.6410256410256411,0.0,0.0,58.0,386.0,386.0,444.0,0.13063063063063063,0.8693693693693694,2.03,0.0,0.0,58.0,0.0,1.0,0.0,1.0,0.08373758373758375,0.0,0.6410256410256411,0.0,0.5572880572880573
112,0601703200212020,0,0,0,0,0,0,0.0,0.0,0.0,33.0,1060.0,1013.0,1093.0,0.03019213174748399,0.9268069533394327,1.88,0.0,15.0,18.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0
113,0601703200212020,0,0,0,0,0,0,0.0,0.0,0.0,33.0,1060.0,1013.0,1093.0,0.03019213174748399,0.9268069533394327,1.88,0.0,15.0,18.0,0.0,0.5454545454545454,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0
