speedinterval,approach,counts,LocationId,LocationName
00-04 mph,NB,8.000000000000000,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
05-09 mph,NB,26.000000000000000,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
10-14 mph,NB,89.000000000000000,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
15-19 mph,NB,143.000000000000000,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
20-24 mph,NB,216.000000000000000,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
25+ mph,NB,648.000000000000000,6786b2e40736acf4a56cd061,Hwy 89 at Hwy 28 
00-04 mph,EB,20.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
00-04 mph,WB,5.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
05-09 mph,EB,13.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
05-09 mph,WB,5.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
10-14 mph,EB,19.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
10-14 mph,WB,11.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
15-19 mph,EB,16.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
15-19 mph,WB,10.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
20-24 mph,EB,23.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
20-24 mph,WB,10.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
25+ mph,EB,5993.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
25+ mph,WB,34014.000000000000000,6786b324ddb02855b7542ff4,Hwy 89 at Rampart
00-04 mph,SB,1486.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
00-04 mph,WB,3449.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
05-09 mph,SB,16429.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
05-09 mph,WB,17051.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
10-14 mph,SB,65233.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
10-14 mph,WB,71309.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
15-19 mph,SB,28882.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
15-19 mph,WB,94269.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
20-24 mph,SB,7946.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
20-24 mph,WB,17953.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
25+ mph,SB,13512.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
25+ mph,WB,21541.000000000000000,6786b36fddb02855b754ae82,Hwy 50 at Hwy 89   
00-04 mph,NB,21.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
05-09 mph,NB,80.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
10-14 mph,NB,850.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
15-19 mph,NB,3288.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
20-24 mph,NB,14532.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
25+ mph,NB,48449.000000000000000,6786b397a925f091b9aa868c,Hwy 267 at Brockway Summit 
00-04 mph,EB,12.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
00-04 mph,WB,3797.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
05-09 mph,EB,102.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
05-09 mph,WB,7677.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
10-14 mph,EB,322.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
10-14 mph,WB,10848.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
15-19 mph,EB,661.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
15-19 mph,WB,11685.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
20-24 mph,EB,841.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
20-24 mph,WB,11406.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
25+ mph,EB,119445.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
25+ mph,WB,80763.000000000000000,6786b3c30736acf4a570466a,Hwy 50 at Pioneer Trail (Meyers)
00-04 mph,EB,1372.000000000000000,6786b3e7a925f091b9ace9e4,Hwy 50 at Ski Run Blvd
05-09 mph,EB,3889.000000000000000,6786b3e7a925f091b9ace9e4,Hwy 50 at Ski Run Blvd
10-14 mph,EB,5164.000000000000000,6786b3e7a925f091b9ace9e4,Hwy 50 at Ski Run Blvd
15-19 mph,EB,4964.000000000000000,6786b3e7a925f091b9ace9e4,Hwy 50 at Ski Run Blvd
20-24 mph,EB,4445.000000000000000,6786b3e7a925f091b9ace9e4,Hwy 50 at Ski Run Blvd
25+ mph,EB,13620.000000000000000,6786b3e7a925f091b9ace9e4,Hwy 50 at Ski Run Blvd
00-04 mph,EB,11009.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
00-04 mph,WB,39.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
05-09 mph,EB,49846.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
05-09 mph,WB,410.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
10-14 mph,EB,55676.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
10-14 mph,WB,1994.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
15-19 mph,EB,41048.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
15-19 mph,WB,32889.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
20-24 mph,EB,9292.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
20-24 mph,WB,65522.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
25+ mph,EB,176.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
25+ mph,WB,47606.000000000000000,6786b4451e5528fc4ee7280f,US 50/Pioneer Trail WB
00-04 mph,EB,930.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
00-04 mph,WB,412.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
05-09 mph,EB,2526.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
05-09 mph,WB,528.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
10-14 mph,EB,5896.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
10-14 mph,WB,395.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
15-19 mph,EB,9683.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
15-19 mph,WB,702.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
20-24 mph,EB,13088.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
20-24 mph,WB,6169.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
25+ mph,EB,63795.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
25+ mph,WB,53007.000000000000000,6786b4851e5528fc4ee789c3,US 50/Wildwood WB
